Seconds,Alpha,Red,Green,Blue
2234,-28,-197,-141,-897
2235,2,10,24,32
2236,27,160,133,403
2237,9,62,152,35
2238,44,221,441,969
2239,-6,-30,-12,-144
2240,3,8,-1,20
2241,12,48,84,300
2242,-10,-81,-31,-171
2243,-2,1,-23,-63
2244,-4,-12,-48,-56
2245,-29,-174,-493,-667
2246,-20,-40,-320,-360
2247,45,225,45,90
2248,-6,-11,-89,-119
2249,26,182,364,468
2250,5,21,6,96
2251,-4,-4,-32,-20
2252,-8,-8,-48,-224
2253,-6,-18,-36,-108
2254,-25,-150,-100,-775
2255,-13,-1,-40,-14
2256,-12,-37,-73,-145
2257,7,13,6,195
2258,0,-2,-2,-2
2259,3,7,37,16
2260,1,5,6,4
2261,-40,-240,-480,-560
2262,-22,-88,-330,-374
2263,0,-1,-1,-1
2264,26,77,103,51
2265,22,21,263,505
2266,13,25,155,363
2267,5,40,5,40
2268,-6,-47,-71,-17
2269,0,1,1,1
2270,31,125,125,156
2271,22,-1,43,263
2272,12,23,131,59
2273,9,54,27,225
2274,-15,-90,-60,-165
2275,10,12,72,262
2276,-28,-56,-476,-56
2277,-16,-111,-239,-335
2278,-13,-50,-128,-362
2279,-13,-79,-27,-40
2280,-4,-8,-56,-48
2281,-29,-87,-377,-870
2282,6,48,54,108
2283,27,53,269,620
2284,-27,0,-27,0
2285,17,84,254,271
2286,35,213,353,983
2287,-45,-226,-811,-271
2288,4,3,7,83
2289,6,6,102,180
2290,-5,-36,-21,-156
2291,-22,-154,-66,-44
2292,26,27,339,261
2293,-37,-222,-222,-1110
2294,7,57,92,92
2295,4,1,69,85
2296,-5,-6,-81,-151
2297,-11,-1,-23,-254
2298,-22,-2,-222,-684
2299,11,86,-2,207
2300,4,0,52,40
2301,4,23,35,23
2302,31,188,250,715
2303,-13,-91,-26,-403
2304,12,59,107,179
2305,8,57,105,81
2306,3,3,24,39
2307,-10,-72,-2,-62
2308,10,19,129,279
2309,-23,-160,-45,-298
2310,-3,-18,-48,-90
2311,42,210,504,1134
2312,23,1,254,139
2313,10,40,180,290
2314,-14,-99,-127,-365
2315,17,0,34,272
2316,4,31,19,47
2317,13,40,157,235
2318,-2,-1,-35,-61
2319,-19,-38,-285,-114
2320,12,23,95,251
2321,18,125,35,323
2322,24,95,95,263
2323,17,69,273,443
2324,-2,-7,-17,-55
2325,-27,-162,-270,-567
2326,35,106,211,561
2327,25,202,102,352
2328,2,3,17,29
2329,-9,-17,-71,-287
2330,-39,-271,-466,-232
2331,-5,-25,-55,-125
2332,14,85,141,169
2333,-6,-10,-52,-178
2334,34,103,409,545
2335,21,83,293,482
2336,-41,-83,-452,-370
2337,39,234,624,429
2338,-8,-31,-63,-167
2339,-28,-195,-111,-727
2340,5,14,14,144
2341,7,14,7,35
2342,10,20,30,130
2343,-11,-56,-177,-67
2344,-3,-20,1,-83
2345,29,146,291,784
2346,-1,-6,-9,-29
2347,-10,-29,-109,-229
2348,-3,-17,-11,-53
2349,-16,-32,-128,-48
2350,-21,-169,-211,-295
2351,-5,-6,-56,-36
2352,-12,-12,-192,-252
2353,-46,-322,-92,-276
2354,22,89,243,155
2355,-20,-63,-83,-203
2356,3,16,43,67
2357,-10,-20,-70,-200
2358,-18,-109,-55,-271
2359,2,14,12,54
2360,34,238,68,1020
2361,-19,-19,-57,-437
2362,34,138,478,580
2363,15,13,43,328
2364,-5,-11,-71,-36
2365,19,133,247,266
2366,-19,-74,-112,-378
2367,17,101,288,322
2368,25,25,250,125
2369,-14,-98,-182,-70
2370,-8,-31,-15,-55
2371,0,2,2,2
2372,-7,-57,-113,-127
2373,26,53,339,573
2374,3,22,31,37
2375,-32,-65,-257,-897
2376,3,5,26,77
2377,-25,-100,-100,0
2378,5,21,41,71
2379,7,34,20,48
2380,4,8,12,108
2381,-21,-41,1,-104
2382,28,113,337,337
2383,1,7,12,29
2384,16,63,111,239
2385,10,11,1,31
2386,-12,-72,-72,-36
2387,4,4,36,52
2388,2,7,-1,57
2389,36,216,396,1116
2390,-37,-1,-556,-1037
2391,21,41,335,440
2392,-21,-147,-357,-84
2393,32,-1,95,95
2394,-8,-33,-121,-225
2395,12,59,95,167
2396,8,10,42,98
2397,-61,-306,-245,-62
2398,20,121,101,281
2399,1,5,3,29
2400,-8,-56,-136,-136
2401,-4,-32,-36,-92
2402,-9,-64,-109,-235
2403,28,0,112,420
2404,-10,-49,-119,-189
2405,-20,-20,-140,-160
2406,-17,-67,-203,-339
2407,7,21,126,147
2408,-9,-65,-11,-101
2409,14,97,97,377
2410,-21,1,-167,-104
2411,-20,-39,-199,-439
2412,4,25,25,97
2413,3,12,6,81
2414,-16,-96,-176,-64
2415,8,1,1,217
2416,3,11,29,23
2417,1,-2,2,13
2418,18,53,287,323
2419,-7,-6,1,-167
2420,-2,-16,-34,-8
2421,-9,-8,-71,-224
2422,-1,-4,-8,-29
2423,21,62,-1,293
2424,1,1,17,26
2425,10,11,11,111
2426,47,376,470,517
2427,-20,-21,-141,-421
2428,-4,-8,-56,-12
2429,-43,-129,-344,-1204
2430,22,89,23,243
2431,40,120,0,960
2432,-9,1,-62,-26
2433,5,5,90,20
2434,-28,-194,-138,-166
2435,2,8,14,44
2436,-6,-23,-89,-41
2437,-1,-6,-12,-20
2438,1,5,16,18
2439,-22,-155,-199,-287
2440,36,36,108,324
2441,2,13,15,23
2442,-6,-40,2,-82
2443,-2,0,-26,-36
2444,33,101,134,1058
2445,-13,-37,-37,-11
2446,-16,-48,-48,-352
2447,-19,-93,-169,-340
2448,9,19,10,91
2449,37,223,667,1148
2450,-8,-50,-114,-106
2451,-34,-272,-578,-952
2452,21,127,211,442
2453,-6,-40,-82,-124
2454,-4,-32,-68,-92
2455,5,15,85,155
2456,37,75,519,593
2457,-18,-127,-253,-289
2458,40,280,400,160
2459,12,59,23,383
2460,-11,1,-109,-76
2461,24,74,170,122
2462,-37,-184,-628,-776
2463,10,60,70,0
2464,19,59,21,420
2465,10,47,97,67
2466,-5,-13,-63,-13
2467,-19,-57,-152,-152
2468,-11,-44,-55,-231
2469,-1,-3,-13,-29
2470,14,55,69,293
2471,6,42,90,60
2472,15,75,45,195
2473,7,49,35,105
2474,-13,-66,-66,-209
2475,11,67,78,254
2476,2,2,32,56
2477,10,-1,79,59
2478,-8,-25,-145,-129
2479,-57,-286,-115,-970
2480,-21,-84,-42,-504
2481,-4,-12,-48,-8
2482,14,70,140,434
2483,12,72,216,60
2484,6,42,0,186
2485,29,203,203,116
2486,-8,-16,-48,-40
2487,4,18,18,54
2488,3,5,47,59
2489,13,77,51,194
2490,-31,-186,-465,-31
2491,-1,-6,-6,-26
2492,10,11,161,271
2493,-8,-57,-9,-65
2494,0,1,1,1
2495,38,75,493,493
2496,5,39,49,134
2497,26,208,52,390
2498,2,3,17,7
2499,-4,-20,-60,-24
2500,-3,-9,-12,11
2501,-5,-15,-30,11
2502,11,65,142,11
2503,22,110,264,11
2504,12,71,179,11
2505,9,0,99,11
2506,-13,-1,-53,11
2507,-13,-37,-141,11
2508,-3,-9,-27,11
2509,28,83,363,11
2510,2,3,27,11
2511,-2,-5,-17,11
2512,-33,-232,-529,11
2513,11,88,176,11
2514,-19,-75,-170,11
2515,13,26,143,11
2516,-45,-223,-88,11
2517,9,9,153,11
2518,-11,-44,-66,11
2519,7,34,34,11
2520,-37,-38,-223,11
2521,37,149,260,11
2522,12,47,155,11
2523,21,43,85,11
2524,-35,0,-595,11
2525,21,146,209,11
2526,-15,-74,-89,11
2527,-14,-13,-27,11
2528,2,13,21,11
2529,8,32,40,11
2530,8,8,56,11
2531,44,220,660,11
2532,-3,-18,-36,11
2533,2,14,6,11
2534,-18,-72,-180,11
2535,-15,-44,-104,11
2536,-1,-8,-11,11
2537,11,22,11,11
2538,-6,-5,-65,11
2539,31,2,436,11
2540,-1,-2,-6,11
2541,-4,-1,-9,11
2542,3,20,-1,11
2543,-5,-23,-48,11
2544,28,194,-2,11
2545,-19,-19,-152,11
2546,0,1,1,11
2547,25,75,250,11
2548,9,17,71,11
2549,12,24,72,11
2550,62,371,805,11
2551,16,32,16,11
2552,-33,-199,-100,11
2553,-13,-53,-118,11
2554,-40,-200,-240,11
2555,6,6,12,11
2556,-1,-4,-12,11
2557,6,12,30,11
2558,54,431,107,11
2559,14,16,156,11
2560,-1,-4,-3,11
2561,9,18,63,11
2562,-6,-43,-49,11
2563,-24,-1,-433,11
2564,22,89,23,11
2565,-19,1,-265,11
2566,-21,-21,-189,11
2567,-14,0,-224,11
2568,12,36,204,11
2569,-6,-32,-80,11
2570,11,76,109,11
2571,24,143,47,11
2572,13,92,92,11
2573,11,78,89,11
2574,5,15,5,11
2575,-3,-8,-32,11
2576,13,26,13,11
2577,-12,-35,-35,11
2578,8,16,136,11
2579,-10,-20,-90,11
2580,23,116,116,11
2581,2,0,20,11
2582,-2,2,-22,11
2583,41,166,576,11
2584,8,15,71,11
2585,10,19,39,11
2586,23,69,184,11
2587,0,0,0,11
2588,-9,-29,-38,11
2589,20,40,120,11
2590,-19,-76,-57,11
2591,-15,-16,-211,11
2592,1,5,17,11
2593,-28,-29,-1,11
2594,-6,-42,-12,11
2595,4,4,32,11
2596,-13,-26,-13,11
2597,-38,-304,-418,11
2598,13,38,168,11
2599,14,111,195,11
2600,-14,-28,-14,11
2601,-31,-63,-373,11
2602,19,19,266,11
2603,-25,-175,-250,11
2604,56,392,728,11
2605,-18,-36,-180,11
2606,-19,-95,-304,11
2607,-22,-68,-178,11
2608,23,113,90,11
2609,13,1,1,11
2610,8,46,102,11
2611,-11,-32,-186,11
2612,56,-1,335,11
2613,13,65,130,11
2614,17,101,220,11
2615,12,73,121,11
2616,-4,-32,-44,11
2617,24,48,408,11
2618,30,88,208,11
2619,22,111,287,11
2620,-25,-125,-50,11
2621,-6,-10,-22,11
2622,26,79,235,11
2623,-6,-48,-36,11
2624,39,39,78,11
2625,22,45,67,11
2626,14,70,238,11
2627,-23,-46,-23,11
2628,47,0,94,11
2629,-21,-1,-316,11
2630,1,4,7,11
2631,20,22,22,11
2632,-10,-79,-99,11
2633,4,24,28,11
2634,-7,-36,-64,11
2635,-6,-7,-37,11
2636,26,131,365,11
2637,-30,0,-540,11
2638,-2,-16,-22,11
2639,-35,-209,-314,11
2640,32,0,448,11
2641,-8,-47,-143,11
2642,-20,0,-180,11
2643,9,17,35,11
2644,4,25,61,11
2645,12,60,120,11
2646,9,37,154,11
2647,-19,1,-189,11
2648,-24,-168,-360,11
2649,-5,-27,-42,11
2650,34,136,442,11
2651,5,4,84,11
2652,41,124,165,11
2653,-6,-42,-78,11
2654,-17,1,-101,11
2655,-8,-32,-48,11
2656,58,291,987,11
2657,-13,-13,-104,11
2658,13,92,66,11
2659,6,40,100,11
2660,3,15,51,11
2661,1,6,13,11
2662,-3,-19,-37,11
2663,-20,-21,-281,11
2664,1,2,13,11
2665,-36,-216,-432,11
2666,-9,-27,-63,11
2667,29,116,58,11
2668,0,-1,-1,11
2669,-2,-13,-13,11
2670,-25,-125,-325,11
2671,3,7,55,11
2672,31,218,280,11
2673,0,-1,-1,11
2674,72,0,144,11
2675,-5,-16,-6,11
2676,26,103,415,11
2677,-13,-65,-13,11
2678,34,170,476,11
2679,6,13,79,11
2680,21,168,147,11
2681,26,130,26,11
2682,17,103,1,11
2683,-21,-83,-146,11
2684,-22,-154,-220,11
2685,-4,-11,-59,11
2686,3,12,0,11
2687,-24,-192,-72,11
2688,-27,-163,-136,11
2689,23,2,301,11
2690,-14,-28,-42,11
2691,-12,-24,-72,11
2692,-3,-2,-41,11
2693,-23,-184,-253,11
2694,-13,-1,-14,11
2695,9,61,124,11
2696,-24,-169,-73,11
2697,-4,-16,-56,11
2698,28,27,475,11
2699,-7,-28,-56,11
2700,-4,-17,-13,11
2701,-13,-40,-27,11
2702,-41,-163,-286,11
2703,-1,-8,-12,11
2704,1,7,4,11
2705,-2,-13,-21,11
2706,8,33,145,11
2707,16,1,161,11
2708,12,35,167,11
2709,-5,-25,-55,11
2710,44,177,221,11
2711,-6,-18,-42,11
2712,6,17,23,11
2713,11,12,1,11
2714,9,62,8,11
2715,22,157,377,11
2716,24,121,217,11
2717,5,5,25,11
2718,9,63,108,11
2719,-8,-47,-95,11
2720,14,69,139,11
2721,0,-1,-1,11
2722,6,34,22,11
2723,-3,-4,-4,11
2724,-12,-84,-180,11
2725,-23,-183,-68,11
2726,23,69,23,11
2727,-9,-70,-142,11
2728,47,2,848,11
2729,3,17,29,11
2730,-4,-32,-44,11
2731,-30,-119,-329,11
2732,15,74,179,11
2733,-4,-5,-5,11
2734,4,30,38,11
2735,20,99,279,11
2736,34,67,101,11
2737,10,31,121,11
2738,-20,-39,-99,11
2739,52,260,104,11
2740,13,28,2,11
2741,24,72,192,11
2742,23,161,299,11
2743,-4,-12,-52,11
2744,-14,-57,-155,11
2745,-19,-76,-133,11
2746,3,3,9,11
2747,9,55,109,11
2748,-20,-141,-321,11
2749,-24,-46,-94,11
2750,5,1,41,11
2751,-31,-155,-93,11
2752,15,27,27,11
2753,-14,-41,-209,11
2754,-9,-18,0,11
2755,33,0,396,11
2756,2,8,36,11
2757,7,48,13,11
2758,-22,-42,-372,11
2759,-23,-21,-205,11
2760,-11,-10,-76,11
2761,3,13,1,11
2762,-8,-49,-105,11
2763,-23,-115,-230,11
2764,39,79,352,11
2765,-20,-102,-342,11
2766,-30,-119,-29,11
2767,47,93,140,11
2768,20,80,260,11
2769,60,121,121,11
2770,-27,0,-27,11
2771,46,274,642,11
2772,12,49,145,11
2773,-26,-52,-416,11
2774,4,11,43,11
2775,-4,-7,-35,11
2776,-22,-65,-109,11
2777,13,51,233,11
2778,36,217,397,11
2779,-1,-1,-4,11
2780,-5,-25,-10,11
2781,18,18,306,11
2782,6,12,0,11
2783,7,47,54,11
2784,5,5,85,11
2785,20,100,340,11
2786,-40,-160,-320,11
2787,29,57,231,11
2788,-6,-36,-36,11
2789,32,226,226,11
2790,0,0,0,11
2791,1,4,5,11
2792,-12,-60,-180,11
2793,38,115,115,11
2794,-4,-20,-4,11
2795,-19,-96,-20,11
2796,-21,-83,-20,11
2797,9,36,54,11
2798,1,4,17,11
2799,-11,-11,-55,11
2800,15,61,211,11
2801,15,120,210,11
2802,36,182,398,11
2803,-31,-63,-218,11
2804,0,2,2,11
2805,6,30,36,11
2806,43,216,517,11
2807,-8,-34,-42,11
2808,-15,-15,-225,11
2809,-2,-14,-2,11
2810,-32,-192,-192,11
2811,8,8,16,11
2812,21,42,273,11
2813,-15,-76,-166,11
2814,17,34,119,11
2815,-5,-28,-58,11
2816,-8,-15,-71,11
2817,21,104,104,11
2818,-5,-26,-11,11
2819,38,188,416,11
2820,-10,-42,-152,11
2821,18,37,91,11
2822,-1,-8,-5,11
2823,1,4,4,11
2824,-26,-155,-415,11
2825,-19,-93,-17,11
2826,-15,-60,0,11
2827,14,57,239,11
2828,13,0,169,11
2829,-35,-278,-348,11
2830,-25,-49,-299,11
2831,8,25,73,11
2832,-31,-124,-496,11
2833,4,24,56,11
2834,15,44,59,11
2835,26,102,76,11
2836,36,217,181,11
2837,-2,-2,-2,11
2838,-10,-39,-49,11
2839,-19,-132,-170,11
2840,-29,-56,2,11
2841,-28,-222,-166,11
2842,-23,-45,-114,11
2843,33,34,34,11
2844,-17,1,-135,11
2845,6,43,19,11
2846,29,118,176,11
2847,-4,-20,-16,11
2848,16,96,64,11
2849,16,49,177,11
2850,-15,-14,-14,11
2851,19,114,209,11
2852,-3,-11,-8,11
2853,0,0,0,11
2854,1,7,8,11
2855,-5,-4,-44,11
2856,5,10,0,11
2857,-4,-10,-46,11
2858,41,287,492,11
2859,-72,-217,-73,11
2860,-7,-50,-36,11
2861,-10,-12,-132,11
2862,-22,-154,-286,11
2863,21,62,335,11
2864,6,47,77,11
2865,23,46,230,11
2866,17,33,305,11
2867,1,7,1,11
2868,49,196,588,11
2869,-27,-108,-297,11
2870,2,8,36,11
2871,-24,-144,-72,11
2872,16,97,257,11
2873,3,14,50,11
2874,-2,-2,-2,11
2875,-15,-58,-43,11
2876,4,28,4,11
2877,-4,-7,-27,11
2878,36,36,432,11
2879,-7,-49,-105,11
2880,-7,-7,-98,11
2881,-35,-33,-173,11
2882,29,145,145,11
2883,-27,-189,-432,11
2884,-41,-204,-122,11
2885,30,239,359,11
2886,-25,2,-373,11
2887,-14,-42,-56,11
2888,-32,-96,-416,11
2889,11,12,122,11
2890,-20,-102,-102,11
2891,13,104,0,11
2892,22,44,132,11
2893,7,35,70,11
2894,-6,-44,-98,11
2895,-32,-129,-289,11
2896,-21,-42,-147,11
2897,2,0,12,11
2898,-20,-39,-79,11
2899,-7,-56,-70,11
2900,22,22,242,11
2901,-36,-217,-397,11
2902,-22,-87,-351,11
2903,-1,1,-8,11
2904,-4,-21,-49,11
2905,-32,-32,-480,11
2906,-20,-20,-200,11
2907,-1,-5,-17,11
2908,21,105,252,11
2909,13,15,210,11
2910,18,109,73,11
2911,2,13,1,11
2912,12,12,12,11
2913,9,27,81,11
2914,17,85,170,11
2915,-3,-16,-16,11
2916,-14,-71,-85,11
2917,-15,-103,-88,11
2918,-15,-91,-46,11
2919,1,3,2,11
2920,10,40,80,11
2921,12,96,216,11
2922,6,41,101,11
2923,11,11,11,11
2924,12,36,0,11
2925,2,5,23,11
2926,-27,-27,-432,11
2927,-4,-4,-40,11
2928,12,36,96,11
2929,27,217,55,11
2930,3,0,45,11
2931,26,103,77,11
2932,-34,-34,-442,11
2933,-3,-17,-5,11
2934,-11,-53,-174,11
2935,7,28,98,11
2936,4,19,35,11
2937,-2,-13,-23,11
2938,-18,2,-196,11
2939,2,3,11,11
2940,6,44,98,11
2941,-4,-16,-44,11
2942,-34,-33,-237,11
2943,-41,-164,-41,11
2944,19,56,113,11
2945,-26,-182,-208,11
2946,-20,-21,-61,11
2947,-31,-247,-278,11
2948,5,25,30,11
2949,-30,-180,-150,11
2950,10,61,71,11
2951,-42,-84,-336,11
2952,1,5,13,11
2953,-3,-12,-51,11
2954,-2,-7,-5,11
2955,35,176,351,11
2956,-14,-29,-155,11
2957,-37,-149,-556,11
2958,21,147,21,11
2959,-24,-72,-312,11
2960,0,-3,-3,11
2961,-26,-156,-286,11
2962,-6,-30,-12,11
2963,-10,-49,-49,11
2964,-7,-8,-8,11
2965,-5,-35,-50,11
2966,19,19,114,11
2967,-20,-59,-279,11
2968,3,3,9,11
2969,28,167,447,11
2970,39,157,508,11
2971,17,104,206,11
2972,-16,-111,-159,11
2973,-3,-18,-54,11
2974,18,35,161,11
2975,-4,-3,-35,11
2976,10,51,91,11
2977,21,125,251,11
2978,-19,-151,-265,11
2979,3,16,25,11
2980,-20,-139,1,11
2981,-5,-34,-39,11
2982,-20,-119,1,11
2983,15,118,223,11
2984,25,74,324,11
2985,-22,3,-85,11
2986,31,61,-1,11
2987,10,11,171,11
2988,23,161,69,11
2989,-14,-40,-26,11
2990,40,239,479,11
2991,-3,-7,-16,11
2992,26,208,416,11
2993,4,19,7,11
2994,-19,-149,-187,11
2995,23,161,138,11
2996,-25,-150,-50,11
2997,14,1,239,11
2998,1,8,5,11
2999,-18,-52,-322,11
3000,0,1,1,11
3001,-17,-102,-68,-306
3002,-26,-104,-260,-780
3003,-19,-57,-285,-589
3004,22,21,373,615
3005,58,292,582,1626
3006,-2,-14,-12,-2
3007,-2,-8,-4,-60
3008,8,39,23,239
3009,-19,-155,-269,-611
3010,6,0,102,18
3011,-15,-46,-226,-256
3012,39,1,40,1132
3013,0,0,0,0
3014,-15,-88,-223,-88
3015,-18,-72,-18,-18
3016,-31,-249,-404,-404
3017,-4,-28,-4,-68
3018,14,56,112,294
3019,-7,-34,-6,-139
3020,-10,-19,-29,-299
3021,46,138,782,0
3022,46,45,137,1425
3023,-8,-49,-81,-193
3024,-20,-79,-299,-639
3025,0,0,0,0
3026,2,16,30,30
3027,-16,-65,-241,-337
3028,29,30,407,1
3029,7,35,35,84
3030,-5,-39,-64,-109
3031,-16,-49,-145,-465
3032,34,-2,168,270
3033,3,24,33,66
3034,2,4,8,44
3035,19,19,38,380
3036,-4,-8,-4,-44
3037,1,4,15,11
3038,5,24,24,154
3039,-21,-60,-249,-39
3040,33,164,32,98
3041,-4,-11,-23,-3
3042,7,42,14,161
3043,25,125,0,250
3044,-13,-53,-40,-248
3045,6,6,18,132
3046,-2,-3,-15,-7
3047,12,84,156,72
3048,17,51,102,408
3049,4,24,16,24
3050,-12,-72,-168,-36
3051,9,54,162,63
3052,2,3,35,3
3053,10,59,49,69
3054,25,175,250,325
3055,-7,-36,-29,-141
3056,3,8,29,74
3057,18,107,143,161
3058,-33,-265,-232,-892
3059,-1,-5,-17,-30
3060,4,24,56,24
3061,19,59,21,154
3062,-8,-14,-38,-30
3063,-27,-136,-298,-487
3064,-14,-71,-225,-99
3065,8,56,120,40
3066,-3,-17,-20,-14
3067,-5,-25,-50,-135
3068,-8,-32,-120,-240
3069,10,29,9,289
3070,-24,-166,-142,-550
3071,-25,-25,-325,-175
3072,-26,-27,-157,-729
3073,6,6,66,60
3074,13,26,143,117
3075,-42,-127,-43,-1345
3076,19,76,76,513
3077,-18,-34,-214,-376
3078,7,20,111,83
3079,30,210,90,450
3080,-20,-139,-279,-339
3081,21,42,252,84
3082,-20,-161,-341,-601
3083,38,190,646,570
3084,10,58,148,88
3085,-6,-12,-48,-102
3086,46,183,551,965
3087,-13,-77,-142,-220
3088,1,4,0,32
3089,10,59,99,279
3090,5,36,1,21
3091,22,67,265,111
3092,-14,0,-210,-42
3093,14,56,182,70
3094,2,6,14,10
3095,-5,-26,-81,-111
3096,5,12,87,27
3097,-9,-46,-10,-10
3098,17,67,50,543
3099,35,175,315,315
3100,15,46,16,241
3101,25,25,175,450
3102,24,145,121,217
3103,23,91,160,735
3104,5,20,25,90
3105,-9,-55,-46,-163
3106,36,109,109,937
3107,-29,-88,-175,-523
3108,-20,-120,-260,-580
3109,-9,0,-72,-198
3110,-4,-16,-32,-96
3111,36,108,396,900
3112,-3,-17,-38,-20
3113,-2,-12,-12,-44
3114,23,1,300,392
3115,-12,-85,-97,-229
3116,-21,-127,-22,-43
3117,-43,-128,-42,-1289
3118,-5,-20,-45,-120
3119,26,26,104,0
3120,-13,-76,-76,-50
3121,11,32,54,252
3122,-7,-7,-70,-161
3123,-3,-9,-15,-42
3124,14,82,138,292
3125,36,144,288,288
3126,-18,-90,-126,-558
3127,-28,-195,-139,-615
3128,-16,-81,-161,-161
3129,-6,-5,-59,-149
3130,-25,-149,-174,-424
3131,-17,-120,-137,-528
3132,-11,-44,-143,-209
3133,17,135,288,101
3134,-28,-29,-421,-113
3135,1,2,14,14
3136,-7,-49,-63,-49
3137,5,11,41,126
3138,-24,-119,-191,-431
3139,13,1,66,235
3140,5,24,54,24
3141,-1,-7,-4,-28
3142,-13,-54,-41,-15
3143,18,17,143,89
3144,29,86,144,695
3145,1,3,-1,0
3146,-19,-58,-1,-381
3147,0,1,1,1
3148,-26,-52,-182,-364
3149,2,7,21,23
3150,-2,0,-16,-8
3151,15,74,14,44
3152,12,72,120,312
3153,-39,-38,-311,-662
3154,10,0,110,260
3155,-6,-30,-78,-36
3156,-39,-234,-312,-702
3157,-33,-232,-166,-595
3158,0,1,1,1
3159,-17,-103,-154,-290
3160,32,97,481,897
3161,12,11,71,83
3162,10,60,60,140
3163,30,-1,179,239
3164,-26,-77,-441,-805
3165,-11,-66,-110,0
3166,-16,-64,-176,-144
3167,18,109,253,379
3168,-41,-205,-492,-123
3169,-8,-16,-104,0
3170,12,47,107,287
3171,21,126,63,0
3172,26,104,338,26
3173,-9,-54,-99,-72
3174,19,112,36,302
3175,13,52,39,91
3176,-3,-25,-28,-31
3177,-33,-199,-430,-496
3178,1,2,0,10
3179,15,75,255,300
3180,-16,-112,-240,-416
3181,-8,-57,-121,-49
3182,8,32,120,48
3183,9,54,135,180
3184,4,11,59,63
3185,-4,-24,-36,-92
3186,-32,-256,-192,-864
3187,12,13,181,265
3188,0,0,0,0
3189,-4,-4,-52,-32
3190,14,13,27,27
3191,-37,-259,-37,-296
3192,20,0,100,240
3193,-22,-153,-109,-131
3194,-10,-71,-171,-161
3195,8,15,103,135
3196,-21,-42,-168,-546
3197,-15,-118,-238,-418
3198,17,16,16,16
3199,-21,-20,-146,-608
3200,1,2,3,25
3201,-15,-104,-29,-119
3202,29,203,348,290
3203,24,120,120,624
3204,7,-1,55,76
3205,33,66,264,396
3206,20,142,362,82
3207,-3,-22,-40,-31
3208,37,74,407,740
3209,44,221,573,441
3210,13,65,65,52
3211,-41,-83,-452,-944
3212,-14,-98,-28,-84
3213,-14,-84,-112,-210
3214,2,12,32,60
3215,2,-2,32,2
3216,44,264,0,88
3217,8,57,41,233
3218,8,33,113,33
3219,-19,-113,-303,-512
3220,-23,-138,-391,0
3221,38,190,266,228
3222,7,7,42,119
3223,14,70,70,70
3224,20,141,321,261
3225,-24,-144,-48,-456
3226,-17,-86,-290,-137
3227,-19,1,-303,-379
3228,31,186,558,124
3229,43,300,730,1375
3230,-19,-152,-171,-589
3231,-11,-22,-66,-187
3232,16,111,-1,511
3233,1,7,7,15
3234,-10,0,-30,-20
3235,-44,-307,-351,-43
3236,-14,-98,-210,-196
3237,-26,-156,-104,-364
3238,1,3,9,23
3239,-2,0,-20,-46
3240,24,24,72,24
3241,-1,-4,-15,-18
3242,-12,-71,-23,-215
3243,29,201,462,230
3244,46,227,549,365
3245,24,145,289,49
3246,-20,-40,-260,-400
3247,4,25,1,117
3248,11,11,88,286
3249,-10,-58,-18,-258
3250,-8,-34,-2,-178
3251,-11,-66,-66,-308
3252,12,48,156,12
3253,30,180,450,840
3254,-7,-28,-56,-77
3255,4,27,63,123
3256,-8,-48,-96,-192
3257,12,48,192,60
3258,-21,-148,-148,-631
3259,-21,-127,-43,-484
3260,-1,-7,-2,-9
3261,-4,-20,-24,-20
3262,35,246,281,631
3263,32,65,193,257
3264,-22,-86,-42,-394
3265,4,3,11,15
3266,-17,-51,-136,-323
3267,-14,-98,-238,-364
3268,14,13,13,167
3269,4,17,69,57
3270,-27,-107,-458,-728
3271,-18,-72,-36,-540
3272,-36,-108,-144,-864
3273,-15,-61,-226,-406
3274,-12,-24,-120,-216
3275,11,11,99,264
3276,-26,-181,-259,-571
3277,-19,-76,-266,-133
3278,-22,-153,-131,-329
3279,9,20,155,119
3280,-14,-56,-14,-336
3281,26,105,105,131
3282,-29,-58,-290,-319
3283,6,43,7,127
3284,-3,-12,-45,-45
3285,31,217,310,248
3286,-39,-195,-39,-624
3287,-15,-30,-270,-420
3288,24,144,288,768
3289,30,210,210,120
3290,-25,-52,-102,-202
3291,-12,-96,-84,-84
3292,5,31,21,51
3293,-17,-102,-136,-272
3294,-8,-39,-79,-143
3295,12,47,167,71
3296,-5,0,-90,-125
3297,-11,-34,-89,-221
3298,-5,-19,-69,-39
3299,16,16,16,192
3300,5,11,6,76
3301,-21,-145,-19,-229
3302,19,19,19,475
3303,3,14,47,77
3304,10,51,141,51
3305,0,0,0,0
3306,-8,-24,-16,-128
3307,-2,-11,-29,-43
3308,4,15,3,91
3309,-4,-24,-48,-24
3310,-19,-19,-190,-304
3311,-27,-161,-134,-458
3312,-6,-18,-84,-6
3313,13,93,119,288
3314,8,48,136,136
3315,-8,-8,-8,-56
3316,-39,-156,-624,-117
3317,6,30,78,78
3318,0,-1,-1,-1
3319,-26,-132,-444,-106
3320,6,19,7,145
3321,-23,-137,-321,-321
3322,-15,-90,-255,-345
3323,-31,-31,-124,-496
3324,-27,-1,-433,-730
3325,-11,-11,-22,-66
3326,30,120,360,450
3327,-7,-14,-77,-133
3328,19,38,228,551
3329,2,-1,29,63
3330,17,19,189,393
3331,-31,2,-432,-246
3332,1,4,7,18
